HIGH RIVER RADIO,3033242
STONEY MOUNTAIN LO,3066160
CALGARY SPRINGBANK,3031108
SCALP CREEK,3055761
SANGUDO,3065720
NATAL,1155401
ROCHESTER NORTH,3065512
MAIDSTONE,4044887
DELORAINE,5010760
ATWATER,4010310
PENZANCE,4016081
ELBOW,4022360
FORT GOOD HOPE 2,2201500
CHAUVIN,3011479
CALGARY MARLBOROUGH,3031076
GRANDE CACHE RS,3072900
HAILSTONE BUTTE LO,3052995
BLOOD INDIAN CREEK,3020717
LOMOND,3033979
THORSBY AGCM,3016441
CRANBROOK AIRPORT AUTO,1152106
BEDE,5010180
ESTLIN,4012425
MACRORIE,4024880
RAINY RIVER,6026853
RIVERHURST,4026799
WINNIPEG THE FORKS,5023262
REGINA CITY GREENHOUSES,4016641
DUNDURN,4052280
SHACKLETON CDA EPF,4027400
MARWAYNE,3014225
FORT LIARD,2201579
HOMESTEAD CREEK,3023L4M
WRIGLEY A,2204005
EDGERTON AGCM,3012192
VIKING NORTH,3016843
PRIMROSE LAKE 2,3.06E+306
SPRING CREEK MOOSE,307F0G9
HUXLEY,3023422
SCOLLARD,3025766
JAMES RIVER HEADWATERS,3053512
DELBURNE AGCM,3012050
AKLAVIK RADIOSONDE,2200200
CORONATION,3011890
DIDSBURY ELKTON,3022084
ELLSCOTT,301KKRR
HILLIARD,3013270
SLAVE LAKE CR10,3065998
BERNARD HARBOUR,2300555
STANDARD,3036085
THEODORE,4018074
GLENSIDE,4052933
RAYMORE,4016450
RATHWELL,5022335
PREECEVILLE 2,4016187
GJOA HAVEN CLIMATE,2302340
LAC LA BICHE RS,3063690
KILLAM AGDM,3013640
BALD MOUNTAIN LO,3070480
CLEARWATER,1161655
ROLLA,1186839
PARADISE VALLEY,1045960
RONALANE,3035540
WHITESAND LO,3077500
TUNUNUK,2203925
BATHURST INLET,2300550
TROUT CREEK WEST,3056560
EVANSBURG AGCM,3062475
ARDENVILLE,3030200
POKAPPINI,3035233
BIG RIVER,4060620
GRANDVIEW CDA EPF,5041120
STOUGHTON,401G7R7
DAVIN 7,4012166
CARTYVILLE,8401102
ST ANTHONY A,8403402
DRUMHELLER INSTITUTION,3022137
ROCKY MTN HOUSE (AUT),3015523
LODGE CREEK,3023900
WEEKES,4088720
CUB HILLS,4071918
LAFLECHE,4024135
OTTERBURNE,5022056
MISSI FALLS,5061766
WINNIPEG CHARLESWOOD 2,5023225
WOODRIDGE,5023295
BIG TROUT LAKE,6010740
NOKOMIS,4015560
BRATT'S LAKE CLIMATE,4010811
GLENORA,5021055
DAFOE A,4012040
SANCTUARY,4027110
HAMIOTA,5011240
LEMBERG,4014300
OAKPOINT MARINE,504K0NM
ALAMEDA CDA EPF,4010080
CARLYLE,4011160
NORTH BATTLEFORD,4045605
BERRYTON,8100516
SISSON DAM,8105000
ALERT CLIMATE,2400305
ROYAL ROAD,8104480
HALIFAX CITADEL,8202220
ST ANDRE EAST,8104596
MANKOTA,4034910
SASK POWER FLETCHER ROAD SNOW,4057124
GEORGE ISLAND,5030983
FOX VALLEY,4022680
WINNIPEG ST BONIFACE WW,5023233
MAPLE CREEK,4024919
BERRYS BAY,8200577
INDIAN BROOK,8202465
WOLFE LAKE CS,8105597
CLAM HARBOUR,8200850
RESOLUTION ISLAND,2403600
SAULNIERVILLE,8205070
BEARTOOTH ISLAND,4060468
YELLOW GRASS,4019040
EDDYSTONE,5040854
RADVILLE 2,4016403
FRASERWOOD,5030982
TYVAN,4018285
STRATTON ROMYN,6028128
ANEROID,4020160
BRAESHORE,8200590
SAINT JOHN MISPEC PARK,8104924
CHARLOTTETOWN,8300298
SACKVILLE,8104501
LIVERPOOL,8203001
ANTIGONISH,8200151
PRINCE ALBERT GLASS FIELD,4056243
LA BROQUERIE,5031511
DAVIN,4012160
ELROSE,4022368
SIOUX NARROWS,6037803
BOISSEVAIN,5020320
DILKE,4012200
KESWICK RIDGE,8102308
SOVEREIGN,4047680
MARGO,4015020
KINDERSLEY,4043888
DAUPHIN SOUTH,5040687
GIMLI,5031038
GATEHOUSE,4052810
ST QUENTIN,8104933
CLEMENTSVALE,8200875
MIRAMICHI RCS,8100989
FREDERICTON CDA,8101600
ETHELBERT,5040899
SUTHERLAND,4058000
MILDRED,4065172
TURTLE MOUNTAIN,5012935
CLANWILLIAM,5010609
CARRUTHERS,4041405
MONTMARTRE,4015258
URANIUM CITY (AUT),406QLD0
TONKIN,4019082
NATASHQUAN A,7045400
GRAND MANAN SAR CS,8101925
SUSSEX FOUR CORNERS,8105210
NICTAU,8103700
COLDBROOK,8101150
TIGNISH,8300800
LUNDAR 4SW,5041588
CUMBERLAND HOUSE,4071960
TURTLE MOUNTAIN 7,5012942
HARDING,5011275
WINNIPEG ASSINIBOINE PARK,5023174
EAST POPLAR RIVER,4032335
SABLE ISLAND 1,8204707
ST PAUL ISLAND (AUT),8204909
HALIFAX DOCKYARD,8202240
ALBANY,8300060
GRISE FIORD,2402346
CHARLOTTETOWN CDA CS,8300401
REXTON,8104400
WEST BAFFIN ISLAND,2403948
FOSTER LAKE,4062660
PICKLE LAKE (AUT),6016525
GRAND BEACH PARK,5031102
MCCONNELL,5011705
DAUPHIN A,5040680
WEST NEW ANNAN,8206246
ST ANDRE DE MADAWASKA,8104595
UNITY,4048320
STAR CITY,4057757
MOOSE JAW CHAB,4015325
AYLSHAM,4070365
PORTAGE LA PRAIRIE CDA,5012321
HEADINGLY,5021285
HAFFORD,4053080
STURGEON CROSSING,4057890
TREGARVA,4018117
MARCELIN,4055010
SALT LAKE,4047100
ZEHNER,4019200
BORDEN 18N,4050774
CARSWELL LAKE,4061410
RED LAKE FORESTRY,6016979
INSINGER,4013518
MELITA,5011720
RAWSON LAKE,6036904
WABOWDEN,5063040
REGINA RCS,4016699
VIRDEN,5012960
LUNDAR,5041587
PILOT MOUND,5022120
WAWANESA EAST,5013130
MCCREARY,5041707
PILOT MOUND 2,5022129
RED SUCKER LAKE A,5062337
EASTEND CYPRESS (AUT),4032322
MACDONALD,5041670
BALDUR,5010140
CAPE HOOPER,2400660
SERATH,4017370
MANOR,4014914
MCKAGUE 2,4085052
PINE DOCK,5032163
ALIDA,4010100
CARTWRIGHT 2,50205N5
MEADOW LAKE A,4065063
DUCK BAY,5040789
KERGWENAN,5041450
ESK,4012381
PIERCELAND,4066090
WALKER LAKE,5063075
BROADVIEW A,4010880
PRONGUA,4046280
SMOKY BURN,4077557
CROSS LAKE A,5060621
ST CLAUDE,5022550
OSTENFELD,503B0NE
VALLEY PARK,4058390
KINOOSAO,4063980
HUDSON BAY 13W,4083323
STANLEY,4067740
ISLAND LAKE A,5061374
GRAVELBOURG,4022960
LOIS LAKE,1044680
HERSCHEL ISLAND,2100636
WILLIAMS LAKE A,1098941
EDDONTENAJON,1202638
MARSH LAKE,2100698
POINT ATKINSON,1106200
ISKUT,1203670
MILE 351 ALASKA HWY,1195A29
UPPER FRASER,1098335
HEMLOCK,1103440
NITINAT RIVER HATCHERY,1035612
STEWART BCHPA,1067745
STRATHNAVER,109G775
SALTAIR,1016980
SALMON ARM 3,1166947
CHERRYVILLE,1161506
ALEXIS CREEK,1080283
ASH RIVER GENERATING STN,1030552
QUALICUM BEACH,1026563
EUCHINIKO TITETOWN,1082748
LOWER LIARD BRIDGE,119M720
MACKENZIE,1184791
BURNABY CURTIS,1101147
VANCOUVER CENTRAL PARK,1108414
BRIDGE RIVER,1090989
POWELL RIVER,1046392
CRANBROOK SE,1152109
BELLA COOLA A,1060841
VANCOUVER WALES ST,1108M87
LOON LAKE,4064590
RICHMOND DALLYN 2,1106764
KALDER LAKE,1093777
YARROW SUMAS LAKE,1109006
NAZKO,1085414
HATZIC LAKE,1103342
MORLEY RIVER,2100750
IVORY ISLAND,1063690
MINTO,8103000
BEAVER CREEK YTG,2100161
PRINCE GEORGE WEST LAKE,1096455
MAPLE RIDGE KANAKA CREEK,1104R02
METCHOSIN PARRY BAY,1015111
VANCOUVER CEDAR COTTAGE,1108410
STEWART CREEK,1097750
BLACKCOMB BASE SLIDING CENTRE BOTTOM,1100882
TELKWA MACLURE LAKE,1078074
ALBERNI LUPSI CUPSI,1030210
CINOLA MINE SITE,1051630
FRASER CAMP,120C036
OKANAGAN MISSION,1125703
SANDWICK,1027060
OLIVER,1125760
WYNNDEL NORTH,1149001
GOLDSTREAM LAKE,1013240
MAPLE RIDGE WHONNOCK LAKE,110MR02
VANCOUVER MT PLEASANT,1108460
WEST VANCOUVER,1108820
VICTORIA ARDMORE,1018592
SIERRA,1197331
CAMPBELL RIVER SURFSIDE,1021266
TAKYSIE LAKE,1087974
METCHOSIN MOUNTAIN,1015109
BLACKCOMB MOUNTAIN 1540,1100Q7Q
MOUNTAIN VIEW LODGE,2100755
CRANBERRY RIVER,1072075
CLAYOQUOT,1031650
SILVER CREEK,1167337
WHALLEY HILTON ROAD,1108892
NAKONAKE RIVER,1205295
BAMFIELD WEST,1030610
ELBOW LAKE,1102650
COQUITLAM NORTH,110A8R1
MCLURE,1165030
VERNON SOUTHWEST,1128585
WANETA,1148670
KELOWNA EAST,1123984
OLD CROW RCS,2100805
CLINTON RCS,1161663
ISLE PIERRE,1093680
CENTRAL SAANICH TANNER,10114FF
W VANCOUVER COPPER COVE,1108826
TAPPEN,1167980
HAINES JUNCTION,2100630
DEMPSTER 203,2100415
SANDSPIT,1057052
STAVE LAKE SEVENTYNINE CREEK,1107689
WEST VANCOUVER KEW BEACH,1108831
PORT HARDY,1026266
SISTERS ISLAND,1027403
HOUSTON MCBRIDE LAKE,108CFAF
CARMACKS CS,2100301
POWELL LAKE,1046360
ROSS RIVER A,2100940
DUNCAN BCHPA VIT,1012562
KITIMAT MISSION,1064290
HAZELTON TRIPLE CREEK RANCH,107335J
NEMAIA VALLEY CHILKO LK,1085450
SPENCES BRIDGE,1167635
VANCOUVER WEST PT GREY,1108488
VANCOUVER WPG BYNG,1108489
CATHEDRAL POINT (AUT),1061458
TASU SOUND,1058003
UPPER CAMPBELL LAKE,1028L3M
UNUK RIVER ESKAY CREEK,1078L3D
MCINNES ISLAND,1065010
MIDWAY,1135126
CENTRAL SAANICH VEYANESS,1011467
NANAIMO RIVER CAMP,102ECG0
WISTARIA,1088970
NASS CAMP,1075384
LADNER,1104468
CORTES ISL SUTIL POINT,1021958
TREASURE MOUNTAIN,1118235
WILLIAM HEAD,1018935
KELOWNA BANKHEAD,1123972
REVELSTOKE CARNES CREEK,1176GEB
CAPILANO INTAKE,1041380
QUALICUM BEACH YAMBURY,1026564
DELTA ANNIEVILLE,1102410
MCBRIDE S & W RANCH,1094962
COLD FISH LAKE,1201770
NOOTKA LIGHTSTATION,1035614
HANEY 532,1103327
GRANISLE COPPER LTD,1073278
MILL BAY,1065130
PINANTAN LAKE,1166JFR
TOBA INLET,1068201
NANOOSE BAY SOUTH,1025377
BRALORNE,1080930
OSOYOOS CS,1125852
ABBOTSFORD UPPER SUMAS,1100040
SKAGIT RIVER,1117410
SOOKE LAKE,1017560
BONNINGTON FALLS,1140903
TAGISH,2101089
OLIVER EAST,1125765
ESTEVAN POINT CS,1032731
VICTORIA BAY STREET,1018595
DELTA BEACH GROVE,1102412
SUSTUT MOUNTAIN,107GHG9
OSPREY LAKE,1125880
NORA LEE NORTH,1085615
PHILLIPS ARM,1066JFQ
WHITE ROCK OCEAN PARK,1108913
KENSINGTON PRAIRIE,1104080
LAKE COWICHAN,1012055
QUEEN CHARLOTTE CITY,1056590
SARTINE ISLAND (AUT),1037090
SQUAMISH STP CENTRAL,1047671
CHINOOK COVE,1161590
MASSET TOW HILL,1054RKF
SECHELT 5WEST,1047179
VANCOUVER DUNBAR SOUTH,1108436
ANAHIM LAKE,1080431
MT LOLO ADMIN KAMLOOPS,1165224
SPRING ISLAND,1037650
HORSEFLY BCFS,1093599
GREAT CENTRAL LAKE,1033292
OYSTER RIVER UBC,1025915
SANDHEADS CS,1107010
HEDLEY N,1123370
HANEY UBC RF MARC,110CCCC
KELSEY BAY,1024005
VICTORIA HARTLAND CS,1018FJ5
MCQUESTEN,2100720
SURREY WHITE ROCK,1107H7R
NELSON NE,1145442
SAANICH DOM ASTRO OBS,10169DK
KEREMEOS WEST,1124118
WINDERMERE,115H9NP
LAC BERRY,709CEE9
MOOSE BAY KIPAWA,7085345
RUTHERGLEN,6087255
STEEP HILL FALLS,6058010
SOUTHERN ONTARIO EMERGENCY PORTABLE WEATHER STATION,615S002
PETERS CORNERS,6156470
VINELAND STATION,6139145
MARKHAM,6154987
OMPAH-SEITZ,6105762
OUIMET,7055770
ARMAGH STATION,7050245
HORSESHOE VALLEY,6113580
TOUR NO 4 (MCDONALD),705Q5AF
BRUCE ONTARIO HYDRO,61210K7
SUDBURY SCIENCE NORTH,6068158
ANTICOSTI WEST POINT,7050210
BLACK STURGEON LAKE 2,6040786
SHERBROOKE,7028123
PARRY SOUND,6116254
BLOOMFIELD,6150815
EAST HEREFORD,7022300
PANGNIRTUNG A,2403053
CHESLEY,6121499
WASAGA BEACH,6119293
RIVIERE TEMISCAMIE,7096669
TIMMINS A,6078286
PORT ELGIN,6126654
ORANGEVILLE,6155788
MATAGAMI,7094638
PETERBOROUGH AWOS,6166420
DUNROBIN,6102150
PORT CREDIT APPLEWOOD,6156615
BRADFORD MUCK RESEARCH,6150863
ROXTON FALLS,7026730
ALBERTVILLE,7050085
LAC DES COMMISSAIRES,7063610
CAP SEIZE,7051175
BRODDYTOWN,6150997
NEWMARKET,6155616
RENFREW,6107002
QIKIQTARJUAQ CLIMATE,2400573
GARTHBY,7022596
PETERBOROUGH TORRANCE,6166452
BLIND RIVER,6050801
TORONTO BLOORDALE,6158401
EARLTON CLIMATE,6072230
LES BUISSONS,7044288
QUEBEC 2,7016281
EARLTON AWOS,6072224
CHARLESBOURG PARC ORLEAN,7011309
BLIND RIVER HYDRO CENTRE,6050805
COTEAU DU LAC,7011947
SOREL,7028200
COLDWATER WARMINSTER,6111769
NORTH AUGUSTA,6105678
SALTFORD,6127418
MERIVALE TS,6.10E+63
DAVELUYVILLE,702A9ND
KANGIRSUK A,7113384
EGANVILLE,6102250
POWASSAN VALLEYVIEW,6116703
OWEN SOUND,6116128
CHICOUTIMI UNIVERSITE,7061442
PROVIDENCE BAY,6096755
ST MICHEL DES SAINTS,7077570
BRADFORD HIGH SCHOOL,6150860
TROIS PISTOLES,7058560
BARRAGE CICONCINE,7070450
GRANDE ANSE,7072816
BARRAGE LAC MORIN,7050455
WINDSOR FALMOUTH,8206405
HALIFAX WINDSOR PARK,8202255
EKALUGAD FIORD,2401090
CAUSAPSCAL AIRPORT,7051201
PIERREVILLE,7026043
KENOGAMI,7063400
MONTREAL MIRABEL INTL A,7034900
LAC RANDAL,709C6HE
CLIFTON RIVER SOUTH,7021719
NORTH BRUCE,6125705
SALLUIT A,7117802
CHELTENHAM,6151486
HARROWSMITH BRACKEN,6103366
LAKE TRAVERSE,6084307
HALL BEACH AWOS,2402352
GETHSEMANIE,7042724
PUKASKWA NATL PARK,6046770
CAP CHAT (AUT),70510M0
DUNDAS HARBOUR,2401050
SOUTH ALTON,8205170
HARPER SETTLEMENT,8102180
STROUD LEONARDS BEACH,6118142
KOMOKA,6144261
GRAND BEND RES STN 4,61229HH
EGBERT CARE,611KBE0
FAME POINT,7052310
PRESSE,7096230
ABERCORN,7020040
WELCOME ISLAND (AUT),6049443
CAPE DORSET AWOS,2400634
HUNTINGDON TEAFIELD,7023256
CLARKE CITY S,7041715
HAMILTON MARINE POLICE,6153264
PAGWA A,6076200
RIVIERE MANIE,7056640
LONDON SHARON DRIVE,6144500
VAL ST GILLES,70986RN
MONTREAL-EST,7025252
OTTAWA LEMIEUX ISLAND,6106052
HAVELOCK,8102210
AVON,8200200
BATHURST ISLAND,2400552
PADLOPING ISLAND,2403000
ST ALEXIS DES MONTS,7016816
MANIWAKI AIRPORT,7034482
TORONTO BALMY BEACH,6158381
ST BRUNO,7026920
LITTLE CANADA EAST,7024327
NEW CARLISLE,7055420
HERVEY JONCTION,7013102
CONISTON,6061847
BROUGHTON ISLAND,2400570
SANDY FALLS,6077475
CALEDON,6151079
CAP DE LA MADELEINE,7011045
MATANE,7054640
CORAL HARBOUR RCS,2301010
HAMILTON,6153192
MIDDLETON,8203550
POINT ESCUMINAC,8104100
ANNAPOLIS ROYAL,8200100
FREDERICTON CDA CS,8101605
MIRAMICHI A,8101000
CARLETON,7051186
UPSALA,6049096
TORONTO ISLINGTON,6158691
STONECLIFFE,6108060
RAPIDE DES JOACHIMS,7086380
MARKHAM MOE,6154992
MCTAVISH,7024745
TADOUSSAC,7048320
CALEDON VILLAGE,6151082
POINT PELEE,613FN58
COBOURG,6151685
GILFORD,6112778
FORT ALBANY,6072460
EVERETT,8101348
AMHERST (AUT),8200091
ACADIEVILLE,8100105
APRIL BROOK IHD,8200155
BELLEDUNE CS,8100515
BRACKLEY BEACH,8300200
KESWICK RIDGE MACTAQUAC,8102312
MILFORD STATION,8203567
FERGUS MOE,6142402
TIMMINS,6078280
RIDGETOWN AUTOMATIC CLIMATE STATION,6137149
GLEN GORDON,6102832
TORONTO SCARLETT RD,6158777
LADRIERE,705LG09
LUCKNOW,6124700
TIMMINS ONT HYDRO,6078290
HAMILTON MUNICIPAL LAB,6153290
LAC BROMONT,7023568
PARC DE LA GASPESIE,7055790
SUMMERSIDE,8300596
ROSEVALE,8104475
WESTERN HEAD,8206240
CAMPBELLTON POWER ST,8100701
OSLER 6 N,4055699
LAGGAN,6104293
BARRIERE CLERMONT,70404PA
MOUNT ST PATRICK,6105512
PRINCETON,1126505
TORONTO NEW INT'L A,6158749
MIDDLEPORT TS,6155097
NANTICOKE ESSO,6135573
RIVIERE AU RENARD,7056563
BRADFORD OAC,6150865
GLOUCESTER RCN,6102841
MONT ST HILAIRE MCGILL,7025332
METCALFE OSGOODE,6105066
MONT APICA,7065100
ST DONAT,7017100
OSKELANEO 2,7075752
NIAGARA ON THE LAKE GOLF,613N001
OTTAWA LA SALLE ACAD,6106014
TORONTO ISLAND A,6158665
RANBORO SUD,7026345
TORONTO DISCO,6158418
STURGEON FALLS,6088144
ANGUS,6110270
WOODSLEE CDA,6139600
GORE BAY CLIMATE,6092920
DESMARAISVILLE,7091984
LOON,6044612
WALTERS FALLS,6119274
GAGNONVILLE,7042591
BONNER LAKE,6070QK6
ALBANEL,7060080
ORO,6115850
ASBESTOS HILL,7110370
SQUATECK,7058220
OAKVILLE STP,6155746
MINGAN A,7044981
WALFORD,6059211
LOWBUSH,6074620
KNOWLTON,7023530
SEVERN BRIDGE,6117682
CROW LAKE,6101920
OTTAWA RIDEAU WARD,6106098
KAPUSKASING CDA,6073960
OTTAWA CITY HALL,6105980
MANIC MILLE 76,7044460
STRATFORD,6148100
HANLON,6153325
THUNDER BAY A,6048262
LAMARTINE,7053980
EGBERT CS,6.11E+03
STURGEON LAKE,6048145
DALTON,6051R65
ORANGEVILLE MOE,6155790
TORONTO DON MILLS,6158420
CAMP BORDEN,6111143
WEBBWOOD,6069428
VILLENEUVE,7018762
LAC BOUCHETTE,7063560
GANANOQUE,6102662
DONNACONA,7012070
ST JOSEPH ISLAND MTN,6057327
MUSKRAT DAM,6015026
GRAHAM A,6042975
THUNDER BAY WPCP,604HBFA
WOODBRIDGE,6159575
VAL D'OR A,7098605
ST HYACINTHE,7027360
TOBERMORY RCS,6128330
OXFORD CENTRE,6146166
LA TUQUE S,707DBDD
PORT HOPE,6156670
BURFORD,6141040
KAMOURASKA,7053380
LANCASTER,6104340
RAMSEY 2,6066877
LAC EON,704C64L
WAWAITIN,6079415
CHUTE DES PASSES 2,7061542
ARVIDA,7060320
MIDLAND WATER POLLUTION CONTROL PLANT,6115127
SARNIA POLYSAR,6127520
PA KING CITY,6156162
AVONMORE,6100398
HALIBURTON A,6163156
ISLAND BROOK,7023312
COMPTON STATION,7021916
LES EBOULEMENTS,7044292
NIAGARA FALLS CHIPPAWA,6135642
MONTMAGNY,7055210
ARMSTRONG JELLIEN,6040330
VAL DES BOIS,7038587
KAGAWONG,6093900
SUTTON,7028292
BROUILLAN,7090866
PETERBOROUGH STP,6166450
ARMAGH,7050240
CAMP DES SAULES,709J0A4
MONETVILLE,6065250
WARKWORTH,6159289
DAMASCUS,6141966
HUBERDEAU,7033160
ST LAURENT ILE D'ORLEANS,7047442
WRIGHT,7038975
KIRKLAND LAKE CS,6074211
GREENFIELD,6103006
SUDBURY CLIMATE,6068145
VAL-D'OR,7098603
MEAFORD,6115057
OTTAWA GATINEAU A,7032685
NAIRN,6124123
BEARDMORE,6040572
PETAWAWA A,6106398
MARKHAM MTRCA,6154990
FORT GEORGE,7092480
GARSON,6062665
AILSA CRAIG,6140091
MONT MEGANTIC,7025212
BARRIERE LOUVICOURT,7090473
BOWMANVILLE,6150829
PORT BURWELL RES STN 4,6.14E+102
FERNDALE,6122405
COBOURG (AUT),6151684
DUCHESNAY,7012240
EAST CLIFTON NORTH,7022288
VINELAND RITTENHOUSE,6139143
RIVIERE TURGEON,709FFG0
RIVIERE AU TONNERRE,704FEG0
BAIE COMEAU CBA,7040445
PAGWA,6076180
OTTAWA KANATA,6106003
LE DOMAINE,7084276
KITCHENER/WATERLOO,6144239
LEARNED PLAIN,7024270
DASHWOOD,6121969
URSA,6169110
SEAGRAVE,6157672
NEWMARKET WPCP,6155619
CLAREMONT FIELD CENTRE,61515DE
DUTTON 2,6132176
ERIEAU BAY,6132336
ARKONA,6120315
DRESDEN,6132090
COLDSTREAM,6141763
ST WILLIAMS,6137399
VAL D ESPOIR,7058590
FAIRVIEW AGDM,3072525
STEEN LO,3076108
DAPP AGDM,3061975
YOUNGSTOWN,3017700
DONNELLY,3072096
FOX CREEK JUNCTION,307K73D
CAMBRIA LO,3071150
BRIARFIELD,3010827
CONTRACOSTA LAKE,3011848
BRIGHTWOOD,3060832
HOLMAN CS,2502505
DOUCETTE LO,3072100
ROCKY MOUNTAIN HOUSE,3015530
LOCKSTON,8402565
LAKE AMBROSE,8402500
SOUTH BRANCH,8403691
GULL ISLAND,8502059
FOX CREEK,3072734
SEDALIA EAST,3015799
TOMPKINS LANDING AGCM,3076530
JARVIE HAMLET,3063517
JASPER PLACE SCHOOL,3013530
BROOKS 1,3030840
GEM,3022772
TSU LAKE,2203892
BEAVERLODGE CDA,3.07E+13
NARROW LAKES LO,3064776
LLOYDMINSTER A,3013961
MANNVILLE SOUTH,3014188
TULITA A,2201700
COMPRESSION RIDGE,3051766
DOG POUND,3022092
RED CLIFF,8403082
HOLYROOD ULTRAMAR,8402310
GREY RIVER,8402057
COME BY CHANCE,8401257
CROSSFIELD,3021950
CALGARY INTL A,3031092
HIGHWOOD AU (B1),3053250
BELLSHILL AGCM,3010650
TABER,3036360
VALEMOUNT NORTH,1178CL9
VERMILION,3016790
HANNA,3023000
EAGLESHAM,3072149
MERIDIAN LO,3064515
TWO HILLS,3016648
CHAUVIN EXP ST,3011480
FOOTNER LAKE HQ,3072638
MOSSLEIGH,3034675
POOLS ISLAND,840BR7C
PORT SAUNDERS,8403040
RATTLING BROOK DEPOT,8403075
POINT AMOUR,8502960
KANANASKIS POCATERRA,3053604
VILNA AGCM,3016852
MOUNT EISENHOWER,3054730
MILK R VERDIGRIS L,3044550
ALLIANCE GREENVIEW,3010164
BALM,3060495
MYRNAM AGCM,3014690
SHALKA LAKE NE,30158GR
SPRUCE GROVE,3016083
PARSON LAKE TOWER,3074999
STRATHCONA DAM,1027775
CASINO CREEK,2100310
MACTUNG,2100696
VICTORIA HARBOUR A,1018633
STOKES POINT,2101050
ALOUETTE LAKE,1100360
LOCKLEVEN,8402563
HARBOUR DEEP,8402073
WHITBOURNE,8404234
PORT BLANDFORD,8403008
GRAND LAKE,8402053
PIERRES BROOK,8402950
SPRINGDALE GB FARM,8403702
HIGH PRAIRIE WEST,3073190
ELK ISLAND NAT PARK,3012275
ANDREW,3010234
BUFFALO LO,3070970
MEDICINE HAT AWOS,3034483
ECKVILLE SOUTH,3022159
UPPER HAY RIVER RS,3076655
COALSPUR,3061674
(AE) BOW SUMMIT,3050PPF
HANBURY RIVER,2202351
CARBONDALE LO,3051310
MORRIN AGDM,3024668
BOWDEN,3020760
PAKAN,3014975
ELLS LO,3062300
ALBERNI CITY RESERVOIR,1030185
VIDETTE LAKE SHARPE LAKE,116HFF6
PEMBERTON AIRPORT (WIND),1086081
WHITEHORSE RIVERDALE,2101400
MILE 371 ALASKA HWY,1195ABR
ROCK CREEK WEST,1136815
CYPRESS BOWL,1102253
FORTUNE,8401618
CLUNYS,8401150
PORT HOPE SIMPSON,8503018
BURGEO NL,8400801
BAY D'ESPOIR 2,8400412
PEACE RIVER WRB,3075050
WORSLEY RS,3077662
GHOST PINE CREEK,3022778
BAIRD LAKE,3060472
FALLIS,301KF03
VICTORIA GORDON HEAD,1018614
LUCY ISLAND LIGHTSTATION,1064728
NELSON 3,1145444
QUESNEL AUT,1096601
RED PASS MT ROBSON PARK,1096665
NORTH VANCOUVER HOLYROOD,1105659
PORT MCNEILL,1026323
ALDERGROVE CENTRE,1100KM0
FEROLLE POINT (AUT),8401565
GRATES COVE,840B053
WOODY POINT,8404320
RODDICKTON NORTH,840L0R9
UPPER SASKATCHEWAN RS,3056660
LANGLEY RIVER ROAD,1104562
GRAHAM INLET,1203255
FRASER LAKE NORTH SHORE,109C0L6
PORTERS LANDING,1206258
ACTIVE PASS,1010066
W VANCOUVER CYPRESS PARK,1108828
ESTEVAN POINT,1032730
SUN PEAKS LOWER,116Q20D
BLACKDOME MOUNTAIN,1080QQ0
HANEY UBC RF LOON LAKE,1103333
N VANCOUVER LYNN VALLEY,1105661
FRANCES LAKE,2100611
MILE 224,8502750
TORS COVE,8403950
RED BAY,8503081
LUPIN (AUT),2302685
MISTANUSK CREEK,3074582
WHITELAW,3077430
LIVINGSTONE AIRFIELD,305L9K4
SLAVE LAKE RCS,3065997
BIRCH MOUNTAIN LO,3060700
FLEET AGCM,3012635
CHILKO LAKE,1081515
LAIDLAW,1104488
ANNIE LAKE ROBINSON,2100115
DOG CREEK A,1092490
BURNABY LAKE WEST,1101154
MESILINKA CAMP,1185103
KLONDIKE,2100679
PORTER LAKE,2203283
CAPE LIVERPOOL,2400675
SPRINGBANK A,3036078
REDWATER,301N49A
WASTINA YOUNGSTOWN,3016965
BOW ISLAND RIVERS DEV,3030773
VALLEYVIEW RS,3076675
ATHABASCA LANDING,3060352
CALGARY ELBOW VIEW,303A0Q6
RED DEER RS,3055485
CALGARY BEARSPAW,3031083
CAPE PARRY A,2200675
COMOX PCC,1021838
COPPER CANYON,1011860
SQUAMISH PARADISE VALLEY,104PF64
LITTLE FORT 2,11646L6
VERNON COLDSTREAM RANCH,1128580
GLASLYN CDA EPF,4042880
KELVINGTON,4083720
STEEP ROCK,5042774
DUBAWNT LAKE (AUT),230J048
WHITEMUD LO,3077480
DRUMHELLER,3022120
ALLIANCE AGCM,3010162
STANDARD AGCM,3036086
FOX CREEK RS,3072735
FORT SIMPSON CDA,2202110
PRIDDIS,3035301
BROOKS AHRC,3030856
ISACHSEN,2402600
VALEMOUNT,1178339
INUVIK UA,2202582
WATINO,3077245
SHONTS AGCM,3015900
PINCHER CREEK KERR,3035218
STAVELY EXP ST 2,3036102
BLAIRMORE HQTS RS,30507AC
MUSKEG LO,3064740
SASKATOON WATER TP,4057202
GAINSBOROUGH,4012790
REGINA EXP FARM SUBSTN,4016643
ROYAL ISLAND (AUT),6037201
KINDERSLEY KY,4043920
PINEY,5022171
LEADER AIRPORT,402DAF0
LETHBRIDGE AWOS A,3033884
NAHANNI BUTTE,2202723
MOYIE,1155236
COALDALE,3031668
ELK RIVER AFS,3012282
TROCHU TOWN,3026540
OYEN CARA,3024962
SWAN HILLS RS,3066298
